product_id,product_name,category,sub_category,brand,price,cost,color,size_
153,Ea Plush,Toys,Plush,Globex,654.02,432.72,Black,L
154,Autem Medical Device,Health,Medical Device,Globex,1850.86,1410.14,Red,
155,Illum Plush,Toys,Plush,Initech,1600.45,1342.95,Green,S
156,Et Apparel,Sports,Apparel,Acme,15253.71,9512.71,Green,M
157,Deserunt Action Figure,Toys,Action Figure,Stark,2622.14,2170.48,Gray,L
158,Recusandae Mobile,Electronics,Mobile,Stark,43240.99,33957.83,White,XL
159,Ratione Part,Automotive,Part,Acme,17833.17,13471.43,Blue,L
160,Explicabo Medical Device,Health,Medical Device,Hooli,4936.56,2454.35,Blue,One Size
161,Veritatis Accessories,Fashion,Accessories,Globex,961.14,529.73,Black,XS
162,Magni Cookware,Home & Kitchen,Cookware,Globex,14634.95,12165.64,Purple,XS
163,Eos Gym Equipment,Sports,Gym Equipment,Hooli,16051.52,6514.7,Yellow,L
164,Facilis Tablet,Electronics,Tablet,Wayne,49490.88,22675.59,White,XL
165,Eum Personal Care,Health,Personal Care,Hooli,2708.59,2011.29,Black,
166,Porro Tool,Automotive,Tool,Acme,19963.09,12892.22,Purple,S
167,Esse Car Accessory,Automotive,Car Accessory,Soylent,3801.79,2113.33,Gray,XS
168,Cupiditate Tool,Automotive,Tool,Wayne,26861.88,12805.37,Blue,XS
169,Laborum Children,Books,Children,Hooli,923.61,530.76,White,XS
170,Ad Appliance,Home & Kitchen,Appliance,Umbrella,3212.29,1913.72,Black,XS
171,Qui Car Accessory,Automotive,Car Accessory,Acme,8488.42,5073.43,Blue,S
172,Atque Comics,Books,Comics,Wayne,1726.95,943.0,White,L
173,Voluptatem Accessories,Fashion,Accessories,Stark,275.43,152.33,Green,XL
174,Unde Appliance,Home & Kitchen,Appliance,Globex,9371.78,6422.11,Red,XL
175,Similique Outdoor,Sports,Outdoor,Umbrella,17096.6,9727.14,Blue,M
176,Numquam Comics,Books,Comics,Umbrella,1829.54,739.26,Green,M
177,Autem Tool,Automotive,Tool,Soylent,26692.41,11547.29,Red,L
178,Occaecati Appliance,Home & Kitchen,Appliance,Initech,7132.63,3802.31,Gray,M
179,Fugiat Medical Device,Health,Medical Device,Soylent,2842.71,1847.77,Gray,XL
180,Debitis Gym Equipment,Sports,Gym Equipment,Hooli,6716.56,5011.56,Yellow,XL
181,Maiores Medical Device,Health,Medical Device,Soylent,1228.36,877.95,Orange,XS
182,Necessitatibus Personal Care,Health,Personal Care,Globex,1855.1,1645.12,Blue,S
183,Officiis Women's Clothing,Fashion,Women's Clothing,Wayne,2512.67,2186.85,Red,XS
184,Similique Bedding,Home & Kitchen,Bedding,Acme,13438.16,8599.73,Yellow,M
185,Harum Supplements,Health,Supplements,Initech,3781.2,2897.27,Black,S
186,Exercitationem Laptop,Electronics,Laptop,Soylent,24063.34,14502.6,Blue,L
187,Rerum Non‑Fiction,Books,Non‑Fiction,Acme,766.29,527.12,Yellow,L
188,Ad Laptop,Electronics,Laptop,Hooli,15724.52,12245.8,White,XL
189,Blanditiis Part,Automotive,Part,Umbrella,21874.38,16363.29,Black,S
190,Officiis Tool,Automotive,Tool,Initech,26635.32,14815.37,Purple,L
191,Labore Plush,Toys,Plush,Wayne,1536.66,1374.56,Gray,S
192,Facilis Apparel,Sports,Apparel,Stark,12059.05,5738.13,White,M
193,Ipsum Comics,Books,Comics,Hooli,151.73,84.04,Black,M
194,Laborum Men's Clothing,Fashion,Men's Clothing,Wayne,5746.07,3546.51,Yellow,One Size
195,Ab Men's Clothing,Fashion,Men's Clothing,Stark,285.34,241.45,White,S
196,Quibusdam Women's Clothing,Fashion,Women's Clothing,Acme,7689.2,5951.28,White,S
197,Magnam Car Accessory,Automotive,Car Accessory,Stark,29639.39,25427.86,Gray,L
198,Suscipit Plush,Toys,Plush,Initech,576.34,297.58,White,L
199,Earum Supplements,Health,Supplements,Acme,2182.67,1555.74,Purple,One Size
200,Nesciunt Part,Automotive,Part,Stark,27520.44,19136.8,Green,S
201,Deleniti Cookware,Home & Kitchen,Cookware,Initech,11728.15,9009.23,White,XS
202,Iste Board Game,Toys,Board Game,Wayne,2265.64,1263.66,Blue,XL
203,Explicabo Camera,Electronics,Camera,Globex,17695.11,8982.85,Blue,L
204,Aspernatur Personal Care,Health,Personal Care,Hooli,3960.98,1815.46,Orange,L
205,Iure Men's Clothing,Fashion,Men's Clothing,Acme,1375.06,1021.83,Red,
206,Voluptatum Personal Care,Health,Personal Care,Wayne,2256.31,1296.55,Purple,M
207,Quo Outdoor,Sports,Outdoor,Initech,12166.52,10816.75,Gray,
208,Eius Gym Equipment,Sports,Gym Equipment,Hooli,905.66,601.8,Yellow,L
209,Provident Apparel,Sports,Apparel,Globex,8273.25,6209.08,Gray,
210,Ea Personal Care,Health,Personal Care,Acme,3179.08,2592.78,Gray,S
211,Explicabo Tablet,Electronics,Tablet,Wayne,26450.13,21915.31,Green,S
212,Fugit Appliance,Home & Kitchen,Appliance,Soylent,8815.5,6878.73,Yellow,
213,Nobis Footwear,Sports,Footwear,Globex,8100.99,4340.33,Yellow,L
214,Itaque Tablet,Electronics,Tablet,Initech,29150.42,22298.58,Purple,S
215,Laudantium Personal Care,Health,Personal Care,Stark,2619.06,1933.45,Gray,L
216,Iusto Medical Device,Health,Medical Device,Acme,4315.61,1909.76,Gray,
217,Eligendi Puzzle,Toys,Puzzle,Initech,1999.15,1122.35,Black,M
218,Illo Car Accessory,Automotive,Car Accessory,Stark,26176.43,14667.98,Purple,L
219,Rerum Action Figure,Toys,Action Figure,Soylent,2190.62,1205.1,Red,S
220,Tenetur Non‑Fiction,Books,Non‑Fiction,Hooli,911.29,569.52,Red,One Size
221,Placeat Appliance,Home & Kitchen,Appliance,Globex,9777.09,6145.98,White,XS
222,Nobis Cookware,Home & Kitchen,Cookware,Stark,11675.04,6532.69,Blue,XL
223,Asperiores Apparel,Sports,Apparel,Soylent,9391.34,4866.67,Orange,M
224,Necessitatibus Furniture,Home & Kitchen,Furniture,Umbrella,8221.42,5834.38,Yellow,XS
225,Officiis Tool,Automotive,Tool,Globex,10005.92,7376.6,Gray,S
226,Esse Children,Books,Children,Acme,395.01,311.28,Red,M
227,Mollitia Comics,Books,Comics,Stark,1947.86,1016.06,Purple,XS
228,Quas Outdoor,Sports,Outdoor,Hooli,18189.78,15046.35,Yellow,One Size
229,Nulla Tablet,Electronics,Tablet,Soylent,17143.83,13493.64,Gray,XS
230,Nisi Laptop,Electronics,Laptop,Hooli,5912.84,4559.91,Purple,One Size
231,Praesentium Gym Equipment,Sports,Gym Equipment,Soylent,664.88,377.73,Black,XL
232,Omnis Tool,Automotive,Tool,Umbrella,4227.06,3304.25,Yellow,XS
233,Eos Board Game,Toys,Board Game,Globex,964.61,462.15,Purple,One Size
234,Odio Children,Books,Children,Umbrella,414.66,260.38,Yellow,M
235,Voluptates Gym Equipment,Sports,Gym Equipment,Umbrella,13286.72,11492.33,White,L
236,Vitae Part,Automotive,Part,Wayne,24398.06,20794.32,Yellow,S
237,Sequi Non‑Fiction,Books,Non‑Fiction,Wayne,986.67,607.8,Black,
238,Illum Tablet,Electronics,Tablet,Umbrella,18107.63,16196.06,Black,One Size
239,Tempora Tool,Automotive,Tool,Wayne,3046.54,1973.23,White,XS
240,Ducimus Accessories,Fashion,Accessories,Wayne,13168.81,8797.58,Orange,S
241,Exercitationem Fiction,Books,Fiction,Acme,441.86,313.93,White,One Size
242,Veniam Children,Books,Children,Soylent,1082.02,675.86,Blue,XL
243,Harum Supplements,Health,Supplements,Acme,199.36,166.95,Orange,
244,Dolor Medical Device,Health,Medical Device,Umbrella,1387.32,871.92,Green,One Size
245,Quod Cookware,Home & Kitchen,Cookware,Initech,2635.24,1527.0,Red,One Size
246,Amet Car Accessory,Automotive,Car Accessory,Initech,26340.74,22595.45,Purple,One Size
247,Molestias Comics,Books,Comics,Initech,1824.8,1589.21,Orange,M
248,Consequatur Bedding,Home & Kitchen,Bedding,Globex,12112.98,5384.98,Blue,
249,Nisi Tool,Automotive,Tool,Umbrella,23061.65,10029.66,Black,One Size
250,Ea Laptop,Electronics,Laptop,Soylent,6940.41,4384.13,Red,XS
251,Culpa Car Accessory,Automotive,Car Accessory,Wayne,29096.17,15724.48,Purple,S
252,Debitis Part,Automotive,Part,Hooli,8808.42,5368.31,Orange,S
253,Maxime Plush,Toys,Plush,Acme,1999.09,1571.09,Blue,XL
254,Possimus Fiction,Books,Fiction,Hooli,572.8,254.17,Yellow,S
255,Placeat Outdoor,Sports,Outdoor,Soylent,7388.53,3584.39,Orange,S
256,Eligendi Footwear,Sports,Footwear,Acme,8069.43,3386.99,White,XS
257,Corrupti Outdoor,Sports,Outdoor,Soylent,3584.82,3041.44,White,
258,Nisi Bedding,Home & Kitchen,Bedding,Stark,14777.0,5935.7,Black,S
259,Modi Board Game,Toys,Board Game,Globex,881.34,524.87,Blue,S
260,Velit Comics,Books,Comics,Soylent,1292.23,721.14,Orange,M
261,Sed Bedding,Home & Kitchen,Bedding,Acme,10988.65,6350.76,Blue,L
262,Totam Cookware,Home & Kitchen,Cookware,Stark,3651.75,2859.38,Purple,
263,Fugiat Comics,Books,Comics,Wayne,1907.31,1302.21,Gray,XS
264,Atque Supplements,Health,Supplements,Initech,2343.58,1213.25,Purple,M
265,Pariatur Gym Equipment,Sports,Gym Equipment,Stark,19103.57,13806.24,Green,M
266,Pariatur Appliance,Home & Kitchen,Appliance,Acme,1249.73,1095.72,Gray,M
267,Fugiat Mobile,Electronics,Mobile,Initech,49223.25,43419.87,Gray,XS
268,Odit Car Accessory,Automotive,Car Accessory,Acme,26029.07,11775.71,Yellow,L
269,Mollitia Comics,Books,Comics,Initech,1771.78,841.94,White,L
270,Maxime Outdoor,Sports,Outdoor,Stark,5893.44,2882.77,Yellow,XL
271,Architecto Outdoor,Sports,Outdoor,Initech,16043.82,11130.39,Orange,L
272,Voluptatum Part,Automotive,Part,Soylent,27270.17,11851.2,Yellow,L
273,Perspiciatis Women's Clothing,Fashion,Women's Clothing,Hooli,9495.9,8015.73,Yellow,XL
274,Sit Furniture,Home & Kitchen,Furniture,Umbrella,4519.15,3523.0,Green,S
275,Error Appliance,Home & Kitchen,Appliance,Stark,4944.39,2614.14,White,XL
276,Provident Accessories,Fashion,Accessories,Stark,11648.3,9275.01,Red,M
277,Necessitatibus Part,Automotive,Part,Hooli,3298.48,2564.52,Purple,One Size
278,Sunt Shoes,Fashion,Shoes,Globex,9570.95,5966.69,Blue,L
279,Similique Fiction,Books,Fiction,Initech,1192.86,794.21,White,XS
280,Consequuntur Part,Automotive,Part,Stark,4615.39,3338.99,Blue,XS
281,Numquam Men's Clothing,Fashion,Men's Clothing,Stark,7893.38,6444.55,Red,S
282,Ipsam Shoes,Fashion,Shoes,Wayne,11892.13,5811.8,Purple,L
283,Reprehenderit Part,Automotive,Part,Soylent,7767.77,4055.27,White,M
284,Aperiam Laptop,Electronics,Laptop,Hooli,31068.16,23776.73,Orange,S
285,Ipsum Children,Books,Children,Soylent,210.71,104.87,Red,M
286,Aperiam Puzzle,Toys,Puzzle,Stark,1598.1,644.56,Orange,M
287,Dolores Bedding,Home & Kitchen,Bedding,Wayne,9009.71,6531.64,White,One Size
288,Omnis Mobile,Electronics,Mobile,Initech,27507.23,13407.69,Blue,M
289,Et Puzzle,Toys,Puzzle,Stark,1490.94,910.02,Purple,
290,Harum Tool,Automotive,Tool,Wayne,5050.44,2131.24,Red,XL
291,Inventore Women's Clothing,Fashion,Women's Clothing,Soylent,14247.16,10341.64,Red,XL
292,Ratione Medical Device,Health,Medical Device,Umbrella,2286.08,1941.72,Blue,
293,Vitae Children,Books,Children,Umbrella,1380.54,778.2,Green,XL
294,Dolores Action Figure,Toys,Action Figure,Umbrella,1715.0,1186.58,White,One Size
295,Ab Mobile,Electronics,Mobile,Hooli,40274.91,18245.62,Purple,
296,Omnis Non‑Fiction,Books,Non‑Fiction,Globex,1370.6,747.46,Purple,One Size
297,Sapiente Camera,Electronics,Camera,Globex,32485.17,16823.23,Purple,One Size
298,Laboriosam Men's Clothing,Fashion,Men's Clothing,Umbrella,2849.79,2201.85,Red,L
299,Reprehenderit Footwear,Sports,Footwear,Umbrella,13382.89,6354.07,Purple,L
300,Accusamus Shoes,Fashion,Shoes,Wayne,11016.01,4580.41,Red,S
301,Delectus Children,Books,Children,Soylent,829.47,476.16,Black,M
302,Nulla Outdoor,Sports,Outdoor,Acme,8758.47,3639.69,White,
303,Corrupti Cookware,Home & Kitchen,Cookware,Stark,13246.31,7886.5,Yellow,XS
304,Expedita Action Figure,Toys,Action Figure,Soylent,226.94,99.42,Yellow,
305,Modi Cookware,Home & Kitchen,Cookware,Stark,12808.83,7289.5,Yellow,M
306,Dolorum Laptop,Electronics,Laptop,Wayne,33450.2,15314.04,Orange,M
307,In Footwear,Sports,Footwear,Acme,18810.29,15422.61,Green,One Size
308,Sapiente Tablet,Electronics,Tablet,Stark,17171.14,11869.94,Yellow,M
309,Id Part,Automotive,Part,Wayne,12079.79,7111.61,Gray,XS
310,Nam Non‑Fiction,Books,Non‑Fiction,Wayne,1171.72,533.62,Yellow,L
311,Eligendi Board Game,Toys,Board Game,Hooli,1576.94,747.58,Black,M
312,Commodi Board Game,Toys,Board Game,Globex,937.67,720.29,Black,One Size
313,Adipisci Car Accessory,Automotive,Car Accessory,Acme,18506.21,12158.58,Orange,M
314,Accusantium Bedding,Home & Kitchen,Bedding,Initech,7143.87,3494.39,Purple,L
315,Hic Accessories,Fashion,Accessories,Stark,7201.77,4908.06,Black,
316,Distinctio Board Game,Toys,Board Game,Initech,820.93,451.08,Red,XL
317,Minima Children,Books,Children,Hooli,1366.28,744.27,Yellow,
318,Natus Furniture,Home & Kitchen,Furniture,Stark,8006.82,4113.89,Black,
319,Repellendus Supplements,Health,Supplements,Hooli,1473.36,619.28,Blue,L
320,Eum Personal Care,Health,Personal Care,Stark,1259.18,990.5,Black,M
321,Nesciunt Men's Clothing,Fashion,Men's Clothing,Stark,8860.95,3911.35,Yellow,XL
322,Architecto Camera,Electronics,Camera,Soylent,36853.22,31819.1,Red,XS
323,Dicta Supplements,Health,Supplements,Stark,1906.34,965.56,Black,L
324,Saepe Puzzle,Toys,Puzzle,Hooli,1745.89,1090.49,White,S
325,Delectus Children,Books,Children,Globex,1780.21,1550.19,Purple,XS
326,A Children,Books,Children,Hooli,1155.43,763.88,Green,XS
327,Atque Cookware,Home & Kitchen,Cookware,Soylent,10723.43,6933.05,Red,XL
328,Repellat Shoes,Fashion,Shoes,Wayne,2620.5,2343.81,Red,XS
329,Molestiae Mobile,Electronics,Mobile,Acme,19121.39,14428.01,Orange,S
330,Facilis Car Accessory,Automotive,Car Accessory,Stark,1842.17,1182.44,Yellow,
331,Aut Camera,Electronics,Camera,Initech,40637.12,22937.11,Yellow,XL
332,Iusto Plush,Toys,Plush,Soylent,2186.78,1214.8,Purple,S
333,Nemo Puzzle,Toys,Puzzle,Globex,1254.2,1059.3,White,
334,Nulla Mobile,Electronics,Mobile,Acme,38200.25,24651.17,Green,One Size
